,PDAIEUR LX Equity,EXCRISA LX Equity,LUMNUDE LX Equity
2024-02-21,0.05007022126662218,0.039296239890666496,-0.04048644984941657
2024-02-22,0.05613155733198795,0.05158699946995042,-0.038249040208117015
2024-02-23,0.06266972290207787,0.0498213548540247,-0.03645402060961453
2024-02-27,0.06549163968229303,0.049240187239944035,-0.0410194360760539
2024-02-28,0.0640963212275296,0.04908453901717216,-0.0433850095052446
2024-02-29,0.06301910904885294,0.04905008735826956,-0.036002562397346394
2024-03-01,0.06340467776994434,0.0506382984404697,-0.03600732558842606
2024-03-05,0.062360974957349234,0.04962480394654495,-0.03773458199969422
2024-03-06,0.06251826732636177,0.048036468675112395,-0.03809479868007789
2024-03-07,0.06356036603162765,0.05030224836993551,-0.04243582901501587
2024-03-08,0.06333045144411953,0.0485498443931311,-0.04508529500780021
2024-03-12,0.0633028607637015,0.047914365334213845,-0.04500312272661143
2024-03-13,0.06330398631405643,0.04844728014969179,-0.04545186613018643
2024-03-14,0.061151711870581174,0.04666622190218034,-0.044055309845703036
2024-03-15,0.05876828315648653,0.04910385228492774,-0.054671106243502327
2024-03-19,0.05795054568263322,0.04659299407930268,
2024-03-20,0.058100152751741505,0.04495132126468341,-0.04999789572216647
2024-03-21,0.06594459140029237,0.042321867900927006,-0.044054183838811066
2024-03-22,0.06675377131123221,0.04166277746826405,-0.045269949297329304
2024-03-26,0.06593273987305495,0.0404309305908433,-0.04380455254443781
2024-03-27,0.06302809363697578,0.04024690531218267,-0.04165338078671368
2024-03-28,0.06388099366034325,0.04056124780063362,-0.040319865389378325
2024-04-03,0.04553496882875638,0.04076278174638937,-0.03840986519479112
2024-04-04,0.05006873327972372,0.042125688635205376,-0.03949712364103718
2024-04-05,0.052663904813075424,0.043603907986938986,-0.04056495210746014
2024-04-09,0.05043859486251749,0.03994668038214419,-0.04032845961194379
2024-04-10,0.04969265602501132,0.0387300049207364,-0.03555228266426878
2024-04-11,0.04951502006898557,0.038019393540445534,-0.03641643834140699
2024-04-12,0.051458254217788796,0.03801122630604842,-0.03276517405553349
2024-04-16,0.07085653851959504,0.03570118229023532,-0.03537892897803379
2024-04-17,0.07244887580378674,0.03611456409117204,-0.03438440232475984
2024-04-18,0.07326898769924256,0.03748533071307324,-0.035487212440783254
2024-04-19,0.0737802521377523,0.041886730643031625,-0.024196212892580424
2024-04-23,0.07342855359839702,0.03916830915661258,-0.022820692506947654
2024-04-24,0.07147237588483181,0.04180620588112764,-0.022731488823506223
2024-04-25,0.07603020793631617,0.04617502508911082,-0.011835742303405922
2024-04-26,0.08347709777909997,0.03888680408969747,-0.0033053839176065774
2024-04-30,0.08311739460827801,0.038222003921047534,-0.007400562371395108
2024-05-03,0.0801830276158905,0.03737834191810498,-0.00945984515818304
2024-05-07,0.08514749303915849,0.048883650882054326,
2024-05-08,0.0848897414549348,0.0507457035313886,-0.007034510267907524
2024-05-09,,0.050769391448197095,
2024-05-10,,0.05251307672048912,
2024-05-14,0.08356239307626452,0.054798556126593866,-0.004590043911093362
2024-05-15,0.08707022973366746,0.06330084035317227,-0.001549357939209578
2024-05-16,0.08747345382940033,0.06359515890962625,-0.004500969612887245
2024-05-17,0.08838214814067938,0.06479546878834337,0.0019473050563575717
2024-05-21,,0.0647928068373075,
2024-05-22,0.08819912651312747,0.06452832533900339,0.002514890327663488
2024-05-23,0.08768657582767822,0.0672935296763554,0.009799713082691792
2024-05-24,0.08890878027365115,0.06760286833052463,0.008251402610364457
2024-05-28,0.08787020961170629,0.06785614596080727,
2024-05-29,0.09147967023240197,0.06561547023133878,0.0008555646562624996
2024-05-30,0.08764210818490223,0.06865789891497198,-0.0006074067065648884
2024-05-31,0.08830846663424351,0.06930920314667247,0.0020207418457936894
2024-06-04,0.08901810701698439,0.06913423682693653,
2024-06-05,0.0837727456534724,0.0738220849201563,0.0016869776635030419
2024-06-06,0.08381205671334668,0.07469757619286632,0.006398384031013926
2024-06-07,0.08264943854040088,0.07453530981556514,0.007437021964968864
2024-06-11,0.08311500538204311,0.07479484061682576,0.009438685872921718
2024-06-12,0.0842683113618533,0.07858536603584447,0.01604589680135904
2024-06-13,0.0846557405998121,0.07813882426214488,0.014643115773244836
2024-06-14,0.0873383064453292,0.0820105268677951,0.018510973399736036
2024-06-18,0.09003285737395819,0.08090278076380943,0.01707615793605462
2024-06-19,0.08998451937264985,0.08102798171534069,0.04232154059788529
2024-06-20,0.08913095754024183,0.08042616574718271,0.04881886428784677
2024-06-21,0.08912894643302226,0.08188277706670552,0.049037949878824434
2024-06-25,0.09480155617458422,0.08348244801578134,0.04951074319068077
2024-06-26,0.09427697243228866,0.08336239618736137,0.049688407545040135
2024-06-27,0.09565216250269287,0.0802557982095756,0.052145601258375966
2024-06-28,0.09566709084925931,0.07953555921791672,0.05662559120691824
2024-07-02,0.09573459025426798,0.07964455218967294,0.05693841736213402
2024-07-03,0.09697704832812595,0.08557154632974646,0.05701849057483446
2024-07-04,0.09872915710952074,0.08312635121875103,0.06681166796574378
2024-07-05,0.09912176685127383,0.08472032460721865,0.06721477065344472
2024-07-09,0.10361023221979863,0.08524266322501259,0.0660952471579826
2024-07-10,0.10306753963961965,0.08341306150929348,0.05158046369792542
2024-07-11,0.1032650194671891,0.08375903371629721,0.0513627956603947
2024-07-12,0.10126800921096911,0.08377210570522285,0.042638001405412185
2024-07-16,0.10261552307372777,0.08332004732561148,0.0443999704129612
2024-07-17,0.10930538571297758,0.0839535832710294,0.04491699994137929
2024-07-18,0.11719783428235427,0.08512653957860629,0.041295900328535494
2024-07-19,0.119357932857442,0.0866804810814355,0.04147033458116878
2024-07-23,0.12088256870918641,0.0876698902452222,0.04481766568267658
2024-07-24,0.1191175728666448,0.07940275854758759,0.02983823607918536
2024-07-25,0.12401842771804875,0.07949968717205962,0.030988299344759086
2024-07-26,0.12376038823727706,0.08145148957879296,0.02587304060488196
2024-07-30,0.12362571735342909,0.08118356564376561,0.025682074195757534
2024-07-31,0.1212135362663236,0.08088839098150837,0.021810673892959324
2024-08-01,0.11418841060258057,0.08083360347559482,0.017086822872303918
2024-08-02,0.13847902926360636,0.07327564325475534,0.036724067751154485
2024-08-06,0.1440241537517991,0.07397250319642153,
2024-08-07,0.14882926275840655,0.07424144167305329,0.04968702449146413
2024-08-08,0.14765333664246832,0.07436765444645707,0.050500844756860244
2024-08-09,0.14907749695262545,0.07585700867276768,0.052155878082488734
2024-08-13,0.1481748362591645,0.07553108696812873,0.05289057726776466
2024-08-14,0.1501585251580439,0.07502494331643286,0.05392615863405807
2024-08-15,,0.07723589793445436,
2024-08-16,,0.07818345296499417,
2024-08-20,0.1518937831908229,0.07720592152290172,0.05599531883695612
2024-08-21,0.15131707738918618,0.07663929990839166,0.054873310498640464
2024-08-22,0.15300121733704555,0.07804169654120703,0.05468683138089021
2024-08-23,0.1527826986012241,0.07875341126607815,0.05563859550580171
2024-08-27,0.15276532245484362,0.07861282471013661,
2024-08-28,0.15286631833123654,0.07765551951606958,0.056572675555719404
2024-08-29,0.14630361002076794,0.0782091496714389,0.05714434151253947
2024-08-30,0.14469146288159312,0.0787225104200021,0.05514704772657282
2024-09-03,0.1421901656073164,0.07973868440986148,0.050662122366754075
2024-09-04,0.14178490562322205,0.0812291737553857,0.0486502596665136
2024-09-05,0.14003480942048002,0.08113584664105716,0.05194959139772501
2024-09-06,0.13536271199206237,0.08118316723553719,0.047536565648805255
2024-09-10,0.1359717109064317,0.08140815228918422,0.051010621170692605
2024-09-11,0.13733306669373507,0.08141136689138694,0.05240048547809718
2024-09-12,0.13738149079519998,0.08125675385010771,0.061811393971845645
2024-09-13,0.1371715781852998,0.08122634220440046,0.05652983869334108
2024-09-17,0.13744438806194217,0.08150201855636126,0.05555572945123437
2024-09-18,0.13789998677843163,0.08390970081760978,0.05529824887937946
2024-09-19,0.13551643621454618,0.08431915815752254,0.05499150664487724
2024-09-20,0.132899379788616,0.08600789574509982,0.0516229713421074
2024-09-24,0.13189633611744866,0.08544055968117924,0.04991430137361891
2024-09-25,0.13132031698956897,0.08693209429157482,0.04975843100120538
2024-09-26,0.13173770751951056,0.08805696732276898,0.0494033343649807
2024-09-27,0.1356940281938859,0.08835847799359789,0.04859665128449233
2024-10-01,0.1370700358327635,0.08839106744926875,0.04931952666415589
2024-10-02,0.1371283025925102,0.0865300817816,0.05586737587354115
2024-10-03,0.13875765488578135,0.08661130038272385,0.05344553948657305
2024-10-04,0.1382618531994636,0.08664639574085373,0.051458381097596345
2024-10-08,0.13844382718280887,0.08309238045409922,0.05125600951771838
2024-10-09,0.13448202350205307,0.0828612488550688,0.04450991416934905
2024-10-10,0.13466127472839848,0.08299111916921306,0.0456293210453298
2024-10-11,0.13488169751233933,0.08123058900583281,0.04487396542428449
2024-10-15,0.1347757564420668,0.08159039207314166,0.045480590782220345
2024-10-16,0.134923074234319,0.08095497958681369,0.045468975087715816
2024-10-17,0.13709223647369037,0.08178669320571158,0.04404714711968981
2024-10-18,0.13746747203249776,0.08104065028276905,0.042571125982464264
2024-10-22,0.13817310944900485,0.08131413786594538,0.042911451655624315
2024-10-23,0.1397991463228331,0.08749386446177014,0.04277482199923324
2024-10-24,0.13881552209829504,0.08612150719803247,0.04491958119412406
2024-10-25,0.13942615775559636,0.08470088918438975,0.04176301042596551
2024-10-29,0.14022735684032914,0.08121099744029582,
2024-10-30,0.1377984608286932,0.08378021164767611,0.0463086171122996
2024-10-31,0.14382898239373088,0.07211807553849693,0.06067698942844849
2024-11-01,,0.07085632844045053,
2024-11-05,0.1447102582175175,0.07054041347446943,0.05968420223015298
2024-11-06,0.14471353790075922,0.06308291825479345,0.07854840305091153
2024-11-07,0.14415299244137003,0.06251739648721663,0.07492244106304352
2024-11-08,0.14434107268639457,0.06084060797809469,0.08392552379106548
2024-11-12,0.14413207492409438,0.0621995016923154,0.08498383627683352
2024-11-13,0.14508021156052028,0.06681791778077376,0.08542734152786327
2024-11-14,0.14476468869141956,0.0669370017787539,0.07777682953928779
2024-11-15,0.14680217267760104,0.07162083690969316,0.07766732690760404
2024-11-19,0.1469829254662314,0.07322654786978677,0.07714972490410205
2024-11-20,0.14627034538198433,0.07401455232300087,0.08034822149836314
2024-11-21,0.14172312073999638,0.07240673759194367,0.08969912387532843
2024-11-22,0.1408365987950769,0.0743519485030762,0.0856344755550817
2024-11-26,0.14130417819802005,0.07170391147497014,0.0848663036033853
2024-11-27,0.14109209568720346,0.07625902768544297,0.08454151319124203
2024-11-28,0.14032831750922553,0.07737828481519875,0.08319856772391677
2024-11-29,0.139300823768015,0.07832090500088874,0.09553823911111993
2024-12-03,0.13906848835799135,0.07511683632999015,0.09466110813016042
2024-12-04,0.13963974087506648,0.07452275288349841,0.09239440892833138
2024-12-05,0.13877418825525026,0.0739873363303147,0.09375679209650142
2024-12-06,0.13995026675752614,0.07403086657775527,0.09460356334658601
2024-12-10,0.13994834078029877,0.07385997521802104,0.09474578372236667
2024-12-11,0.1426349343395112,0.07016032253182518,0.09518507404715328
2024-12-12,0.14200097196896186,0.06949113444022736,0.09901854609543369
2024-12-13,0.14302909488345256,0.07012379971097824,0.10320087257425123
2024-12-17,0.14620140671442938,0.06885780577229854,0.10521220924397631
2024-12-18,0.1462175255467584,0.06670392351302444,0.10629255154723806
2024-12-19,0.13487596988983325,0.0684553780092886,0.10149074892436898
2024-12-20,0.133155994141391,0.06666094522296333,0.09774743336266738
2024-12-24,,0.06681278468347084,0.09780279784902883
2024-12-31,0.13367204537958866,0.06734050360273222,0.09782096081782017
2025-01-03,0.1318063456366428,0.06653527651628881,0.09533604606739451
2025-01-07,0.13292719155579422,0.06184064203535876,0.09402050698085038
2025-01-08,0.13452492905092991,0.06330938893927314,0.09373005451720096
2025-01-09,0.13649608851269307,0.06402645779729871,0.09417303785759101
2025-01-10,0.13626477100987827,0.06378389651510974,0.08945289585533914
2025-01-14,0.13548997478140481,0.061728265253446275,0.08933239825280345
2025-01-15,0.12878074368682538,0.061376188712316974,0.09100527118226381
2025-01-16,0.12869883730593154,0.06154004365264238,0.09090014091184727
2025-01-17,0.12750842326521564,0.06350549610377253,0.09205831044600798
2025-01-21,0.13044972252844542,0.06289671045444442,0.0938597265637959
2025-01-22,0.1282648383606724,0.06210332209401537,0.08776860100684009
2025-01-23,0.12664050672571556,0.06409440197564199,0.08931412737499507
2025-01-24,0.12669147711730702,0.06542947226322982,0.08499846261885752
2025-01-28,0.12489150695492504,0.06642457084460741,0.07930784563248268
2025-01-29,0.123970006865757,0.06386367080259307,0.07926836435396173
2025-01-30,0.12348759970231868,0.06752090605937075,0.07586700422168291
2025-01-31,0.12074645023680307,0.06796851523416397,0.06860763175878347
2025-02-04,0.12027653873443626,0.06644087330334007,
2025-02-05,0.11959919369803591,0.06776648085019885,0.06688835589003408
2025-02-06,0.12368128008990337,0.0673986773587529,0.0678879902030277
2025-02-07,0.12085909160697794,0.06728819466145435,0.06152862372210507
2025-02-11,0.1262761735271485,0.0673121228340326,0.05797588012850005
2025-02-12,0.12710763336999006,0.07006138113023029,0.053179695874194174
2025-02-13,0.1269976612784205,0.07139950334837333,0.052513706811071266
2025-02-14,0.12175394069305993,0.06871184367095515,0.05727217411515849
2025-02-18,0.12495151609548488,0.06854094940067443,0.05828773748945695
2025-02-19,0.12805106727684526,0.06874960225695878,0.05999451823765955
2025-02-20,0.1314229180623897,0.07178597207554953,0.06536147766060235
2025-02-21,0.13239138466193193,0.0721051823091134,0.06745922510224572
2025-02-25,0.13551915173837933,0.07356430295505591,0.06819886593982068
2025-02-26,0.138210278560559,0.07386318098100876,0.06950292770992908
2025-02-27,0.14135723095446356,0.07418008438189899,0.07304492472135683
2025-02-28,0.14950922652470425,0.07467604659935372,0.0716256605122505
2025-03-04,0.1396874975101765,0.07641209623235452,0.07226495340380272
2025-03-05,0.13334481498057524,0.07169488548122857,0.04550241856868139
2025-03-06,0.132873972583607,0.07028942620430226,0.05042970984490452
2025-03-07,0.14092183490886107,0.07514070888170352,0.05365722102830026
2025-03-11,0.1384527675925573,0.06471068794271052,0.041126898602608285
2025-03-12,0.1403379103731459,0.06876342964901079,0.043934151186476755
2025-03-13,0.13990046887114035,0.0711348865368865,0.04932388852186773
2025-03-14,0.13969651340119663,0.07412271335211695,0.04887802818070952
2025-03-18,0.13801076850890767,0.07408785758017956,
2025-03-19,0.13770106511574357,0.07757149173874012,0.04975544203687055
2025-03-20,0.1380781134964467,0.0767001608886463,0.05088071291537689
2025-03-21,0.1403047965956454,0.07673638915615667,0.0512853459441002
2025-03-25,0.14036679089721882,0.07688692971546153,0.05157389580512898
2025-03-26,0.13996878135090052,0.07691569988674675,0.05146032404322943
2025-03-27,0.13904989681673177,0.07804937208527277,0.05475723526889474
2025-03-28,0.13586422242249832,0.07666287589669553,0.052308983774685
2025-04-01,0.13780209692293272,0.07565750519016018,0.04749752532472917
2025-04-02,0.14029738276433595,0.07554830318408516,0.04787130967489152
2025-04-03,0.1182798526212918,0.06693924511856779,0.05452197277751598
2025-04-04,0.09628932767131484,0.057165854948798576,0.05021126209130718
2025-04-08,0.11183328109552035,0.06500689654373921,0.0507211798852278
2025-04-09,0.14054495058492408,0.06685148974051651,0.038061921861598014
2025-04-10,0.13874600947643206,0.06644514955073641,0.034188890479605154
2025-04-11,0.14003410077577239,0.06693648286671698,0.03475834453355327
2025-04-15,0.1421454827015408,0.06991102380320643,0.03964650190186152
2025-04-16,0.13970496018577486,0.0710568907187163,0.040894274718304674
2025-04-17,0.13907824308141611,0.07267210517436036,0.04411007532557532
2025-04-23,0.13371218027584433,0.07228210870431968,0.03609413218032893
2025-04-24,0.133383471196715,0.0703984048414795,0.036621117166633584
2025-04-25,0.1335703482815106,0.07070669175387166,0.036575630033454196
2025-04-29,0.13401686735227938,0.06958671455309262,0.036876572693602686
2025-04-30,0.1307415673017699,0.06843335206016338,0.03559063200405682
2025-05-06,0.13074075246682493,0.06860437537399869,
2025-05-07,0.13244068469935466,0.06860632048865378,0.03565345566666959
2025-05-08,0.12938143097909133,0.06963522622245714,0.031784382261533205
2025-05-09,,0.06987483060367397,
2025-05-13,0.12885305117594528,0.0717420590424357,0.03230995411251689
2025-05-14,0.12889471212065307,0.07223628423147388,0.03082186847643298
2025-05-15,0.12871979003310788,0.07090406851375834,0.03066310486352279
2025-05-16,0.12837122732843867,0.07091148293734631,0.029933936736988128
2025-05-20,0.12846324001305226,0.07063191374214599,0.030020219279156716
2025-05-21,0.12647523587070983,0.07051767824422642,0.02885682087116212
2025-05-22,0.12638951402039644,0.07046384729431769,0.02791188227488811
2025-05-23,0.12434961777057446,0.07051374378588214,0.026826761011221948
2025-05-27,0.12521727669578675,0.07027179460797657,
2025-05-28,0.12582126182730605,0.06982108071187951,0.023123827658437658
2025-05-29,,0.0694489218828783,
2025-05-30,,0.06428767254572727,
2025-06-03,0.1248128794952587,0.06424943932271682,
2025-06-04,0.12457498109071266,0.06456295330729696,0.023499391523559576
2025-06-05,0.12452870275600533,0.06473656648064295,0.023762609069534323
2025-06-06,0.12623902092771608,0.06530206447365756,0.02363899848024271
2025-06-10,,0.06489297240146347,
2025-06-11,0.12646737122537757,0.06517773118053663,0.02390485806419579
2025-06-12,0.1267690996124956,0.06598528801659535,0.0247547066355871
2025-06-13,0.12665355177326007,0.06588393568214837,0.024341177651911093
2025-06-17,0.12602281965214016,0.06587280323461986,0.024835714127680354
2025-06-18,0.12581108231712299,0.06614921371553137,0.02460061248324545
2025-06-19,0.12412000218030282,0.06662873028907493,0.026234776266354995
2025-06-20,0.12408513842250138,0.06700478228809144,0.02036134878525191
2025-06-24,,0.06781615609261882,
2025-06-25,0.1234178966177608,0.0679945695901107,0.020162643247595115
2025-06-26,0.12351425057486001,0.06817675200673472,0.02013185708697112
2025-06-27,0.12331467421253955,0.06970630732654563,0.018649538895349434
2025-07-01,0.12330861614800105,0.06954895483733001,0.017829003458278293
2025-07-02,0.12291445548955258,0.07013786757991945,0.01637372622597832
2025-07-03,0.12248359652496368,0.07141584074606981,0.014425804695648484
2025-07-04,0.12305379442325158,0.07171511148991756,0.014706192531693718
2025-07-08,0.12287435500092357,0.07171499480718556,0.014378626519495652
2025-07-09,0.12390323510663995,0.07203480960666533,0.013080468736492606
2025-07-10,0.12343273561965386,0.0709600983380155,0.011423000175978243
2025-07-11,0.125128709712193,0.07077132415458168,0.010567047980982998
2025-07-15,0.1237783793246353,0.07093720393305904,0.014685380753685626
2025-07-16,0.1221643993793447,0.07294226059184646,0.015136929931606116
2025-07-17,0.11980305032849554,0.07061745864346423,0.014599394663431927
2025-07-18,0.11668906144648136,0.07155884169590906,0.015834252444542177
2025-07-22,0.11731669251715258,0.07112220676624698,0.018262185599534957
2025-07-23,0.11645102206424322,0.06977466566146844,0.014119710024417228
2025-07-24,0.11638892085219363,0.0682924721912315,0.01557246034712023
2025-07-25,0.11610808236996781,0.06968751780774822,0.0155054393125619
2025-07-29,0.11642790228183039,0.06879957723726411,0.01649285307864151
2025-07-30,0.11659012833164886,0.06710149193120328,0.01664556095370294
2025-07-31,0.11823090425696327,0.0718300126991478,0.017501456372854822
2025-08-01,0.11279081143023693,0.07562980617015982,0.022562307046598045
2025-08-05,0.11266971354246101,0.07600014462302111,
2025-08-06,0.11280899896791606,0.07627328109294891,0.022374794478395847
2025-08-07,0.11161833685995627,0.07693214164810463,0.020829343398925417
2025-08-08,0.1067619633666689,0.07690937841434058,0.020568123546152246
2025-08-12,0.10723292995158829,0.07688772301311564,0.020177451756663488
2025-08-13,0.10731049075504766,0.07603114036076979,0.022356083220764534
2025-08-14,0.10662140661938625,0.07311147208958606,0.021603688419082365
2025-08-15,,0.07300921238463864,
2025-08-19,0.10682390407544938,0.07246744701998817,0.02176170268727655
2025-08-20,0.10715696279167627,0.07271059021317323,0.021050232369581322
2025-08-21,0.10529155016191945,0.07250440868328206,0.02158060906118639
2025-08-22,0.10137749886915377,0.07296116799171731,0.021644988490959215
2025-08-26,0.10135807816977059,0.07261745879920316,
2025-08-27,0.10201971841669472,0.07192214457848903,0.02187003369356268
2025-08-28,0.10132605279864672,0.0727176045552849,0.021954986515667515
2025-08-29,0.10089786988596443,0.07375239413826568,0.020181072054008087
2025-09-02,0.10035082304456859,0.07392887449597921,0.023357359140877762
2025-09-03,0.10066254818577414,0.07432100504596312,0.024502572501586346
2025-09-04,0.09841405448681008,0.07135309661160003,0.020262435446897962
2025-09-05,0.09809651153503354,0.07120582513845276,0.019279055498697243
2025-09-09,0.09805672895394424,0.07121410142814433,0.01832437066071419
2025-09-10,0.09826079496770553,0.0706111448960951,0.017029978339393785
2025-09-11,0.09919576548277903,0.06853638655392691,0.012528236832809785
2025-09-12,0.10004725535629432,0.06861252244623774,0.011487747408830502
2025-09-16,0.09969118886593348,0.06900257428158273,0.011876850846564703
2025-09-17,0.09951206542325162,0.06946354829123592,0.012470553363460089
2025-09-18,0.09616530342436361,0.07065644321448225,0.012198575066885542
2025-09-19,0.09588055047953203,0.07096198283476517,0.012001688783913477
2025-09-23,0.09768734875758209,0.07075847558766865,0.011115080333328928
2025-09-24,0.09728524703978948,0.07054301802774587,0.010681395299278765
2025-09-25,0.09745377734831942,0.07073488727889533,0.010359523856903025
2025-09-26,0.09713129242765685,0.07021274608743636,0.009981185433531244
2025-09-30,0.09666590675789108,0.07006060665121286,0.009690293149518739
2025-10-01,0.09598316070666184,0.0718203060455094,0.009640584705146657
2025-10-02,0.0958302739676375,0.07188475677682296,0.011407604172706753
2025-10-03,0.09487142823423278,0.07240656937541999,0.01024905312216755
2025-10-07,0.09478916133728135,0.07218705493641019,0.009363822159556527
2025-10-08,0.09537302318383038,0.07066598498270672,0.008102845455122618
2025-10-09,0.0950231386759546,0.07049628156289754,0.00757824907634517
2025-10-10,0.09736643397787334,0.07088671402162804,0.008902533914361323
2025-10-14,0.09802105635789962,0.07124430694416234,0.008863588781229394
2025-10-15,0.09827043691266474,0.07179015712036242,0.006153705485073939
2025-10-16,0.09785211325297061,0.0715864424166544,0.006015952806708985
2025-10-17,0.1007968142667606,0.07155623036812889,0.0055053817650293135
2025-10-21,0.10005376353041971,0.07127884682288627,0.005714498806280387
2025-10-22,0.09964325647903494,0.07010699095806855,0.004376133803001915
2025-10-23,0.09968317283385981,0.07373403489554273,0.0029694215914119622
2025-10-24,0.10060027647097537,0.07345989337261542,0.004125583933335619
2025-10-28,0.1006554442958747,0.07326177207148618,
2025-10-29,0.1009026808627471,0.0729915408139698,0.004498500796022369
2025-10-30,0.1019489169473002,0.07327086702992387,0.005041123658103394
2025-10-31,0.10203620965398312,0.07322840464462323,0.005122685644673781
2025-11-04,0.09983261184573443,0.07667917234923169,
2025-11-05,0.09702272812051692,0.07636476453010997,
2025-11-06,0.09583063062624472,0.07652316104586229,
2025-11-07,0.09626144194331357,0.07828399161111839,
2025-11-11,0.09603080353522929,0.07856045900679562,
2025-11-12,0.09441717826677044,0.08109873969639096,
2025-11-13,0.0928750410755175,0.0818389197445609,
2025-11-14,0.09344003881925658,0.08169282612641039,
2025-11-18,0.09696034230497765,0.08139990003224398,
2025-11-19,0.0992684696966636,0.08157030412169898,
2025-11-20,0.08738795243854523,0.08093662775164556,
2025-11-21,0.08624696626314958,0.08318836665302182,
2025-11-25,0.08352343566465939,0.08278653477581054,
2025-11-26,0.08463342873417007,0.08478425982304388,
2025-11-27,0.08381498172820724,0.08463455303401932,
2025-11-28,0.0832621858432521,0.08444545845248219,
2025-12-02,0.0828591463653766,0.08423017253305182,
2025-12-03,0.08284648113204875,0.08393372665313774,
2025-12-04,0.08297795680411754,0.08294321556136082,
2025-12-05,0.08279984040756215,0.08271863533238712,
2025-12-09,0.08292090352809212,0.08229486071817967,
2025-12-10,0.08267036208081392,0.08225930022552787,
2025-12-11,0.08270805127221609,0.08227110437475357,
2025-12-12,0.08534690455494462,0.08194702642451493,
2025-12-16,0.08623163406169239,0.08163789728414596,
2025-12-17,0.08668175170122744,0.08218313240159925,
2025-12-18,0.08621159241425551,0.0830227573060217,
2025-12-19,0.08622267729307431,0.08209876258226818,
